year,date,name,acres,latitude,longitude,burn_type,treatment_type,county_unit_ID,county,source,escaped
2010,2010-01-01,FOX CAMP,20.0768795,40.32358517,-124.066038,,,,Humboldt,CALFIRE,FALSE
2010,2010-01-01,FOX CAMP,20.07692528,40.32358517,-124.066038,,,,Humboldt,CALFIRE,FALSE
2013,2013-02-06,,20.085,40.178864,-121.59018,UNK,,,Tehama,PFIRS,FALSE
1995,1995-10-10,OLD GROWTH,20.10266113,41.22367012,-123.9730277,,,,Humboldt,CALFIRE,FALSE
2003,2003-10-21,XOWANNATUK,20.10266113,41.22367012,-123.9730277,,,,Humboldt,CALFIRE,FALSE
2009,2009-03-19,HOWARD MILL UNDERSTORY,20.18628502,39.29418205,-122.9219443,,,,Lake,CALFIRE,FALSE
2008,2008-01-17,PONDEROSA FUELBREAK,20.21212196,37.72904519,-120.1445279,,,,Mariposa,CALFIRE,FALSE
1984,1984-01-01,MT. TAM VMP,20.2210331,37.92437234,-122.5772034,,,,Marin,CALFIRE,FALSE
2016,2016-12-01,,20.25,38.825801,-120.015764,Hand Pile,,,El Dorado,PFIRS,FALSE
1971,1971-01-01,NA,20.26553535,37.7393485,-119.5930139,,,,Mariposa,CALFIRE,FALSE
2018,2018-12-06,SUTCLIFFE THIN # 71,20.28645897,41.90092542,-123.4619858,,,,Siskiyou,CALFIRE,FALSE
1997,1997-01-01,SOUPBOWL A,20.30192947,37.53262735,-119.644337,,,,Mariposa,CALFIRE,FALSE
2014,2014-11-04,NA,20.34144402,39.91334094,-120.3766491,,,,Plumas,CALFIRE,FALSE
2011,2011-10-31,SLAPJACK DFPZ UNIT 73,20.34340286,39.55460998,-121.2799623,,,,Butte,CALFIRE,FALSE
1990,1990-06-23,FRENCH CREEK (UNIT1),20.42361259,38.61149831,-120.9141159,,,,El Dorado,CALFIRE,FALSE
2010,2009-07-15,NA,20.42741966,41.26859375,-121.7991807,,,,Siskiyou,CALFIRE,FALSE
2013,2013-02-05,,20.449,40.190598,-121.577018,UNK,,,Tehama,PFIRS,FALSE
2008,2008-03-11,GRAVELLY VALLEY MOWING,20.46039009,39.4468832,-122.9553138,,,,Lake,CALFIRE,FALSE
2017,2017-05-17,NA,20.46889877,39.65516713,-122.7385307,,,,Glenn,CALFIRE,FALSE
2005,2005-09-30,LITTLE STONY,20.47219086,39.32843277,-122.6793495,,,,Colusa,CALFIRE,FALSE
2004,2004-01-01,OMO RANCH EXT.,20.495327,38.58042202,-120.6168483,,,,El Dorado,CALFIRE,FALSE
1983,1983-01-01,SEA RANCH VMP,20.50617409,38.70999253,-123.452003,,,,Sonoma,CALFIRE,FALSE
2001,2001-04-02,NICHOLAS BURN,20.51675415,34.05833317,-118.9018932,,,,Los Angeles,CALFIRE,FALSE
2018,2018-12-12,TWO BIT THIN # 113,20.53141212,41.90127191,-123.4281117,,,,Siskiyou,CALFIRE,FALSE
2012,2012-01-01,NA,20.59132195,37.85071981,-118.8844999,,,,Mono,CALFIRE,FALSE
2004,2004-06-01,GRAVELLY VALLEY WILDLIFE BURN,20.62223434,39.45228999,-122.9511383,,,,Lake,CALFIRE,FALSE
2017,2017-06-21,NA,20.64014244,41.33188833,-123.7616796,,,,Humboldt,CALFIRE,FALSE
1998,1998-10-14,ROBINSON RANCH,20.66230774,38.93033027,-120.9981453,,,,Placer,CALFIRE,FALSE
2018,2018-06-04,2018 TNC DYE HQ Unit,20.66728783,40.10380424,-122.0481652,,,,Tehama,CALFIRE,FALSE
2019,2019-10-16,,20.7,41.00833,-121.64944,UNK,,,Shasta,PFIRS,FALSE
2019,2019-05-23,DEADWOOD UNIT 10,20.75036621,39.08087898,-120.7419915,,,,Placer,CALFIRE,FALSE
2007,2007-11-15,NA,20.76555061,39.44689005,-120.1139521,,,,Sierra,CALFIRE,FALSE
2018,2018-05-09,TENNANT WUI UNDERBURN,20.76919556,41.58937867,-121.8639325,,,,Siskiyou,CALFIRE,FALSE
2001,2001-06-03,HWY 88 FUELBREAK,20.77702713,38.51994352,-120.4542286,,,,Amador,CALFIRE,FALSE
1999,1999-01-01,EP-4A SHOOTING,20.78647232,37.67351272,-119.7902993,,,,Mariposa,CALFIRE,FALSE
2004,2004-06-15,UNR UNDERBURN,20.78747559,39.21582908,-120.1067536,,,,Placer,CALFIRE,FALSE
2004,2004-04-06,CANYON/KELSEY 55,20.79607201,41.61554498,-123.1514742,,,,Siskiyou,CALFIRE,FALSE
2020,2020-04-01,NA,20.80080986,41.28334807,-121.9503928,,,,Siskiyou,CALFIRE,FALSE
2007,2004-02-13,BRUSH CREEK,20.82246017,39.69862287,-121.334566,,,,Butte,CALFIRE,FALSE
2005,2005-06-03,"03COPPER 2,3,5",20.82829475,41.25179485,-123.5389855,,,,Humboldt,CALFIRE,FALSE
2005,2005-06-03,"03COPPER 2,3,5",20.82829475,41.25179485,-123.5389855,,,,Humboldt,CALFIRE,FALSE
2013,2012-10-01,SLAPJACK DFPZ,20.85036659,39.48173313,-121.2072048,,,,Yuba,CALFIRE,FALSE
2001,2001-05-04,OMO RANCH,20.85978699,38.53502083,-120.4551544,,,,El Dorado,CALFIRE,FALSE
2019,2019-12-17,M9 LOG SPRINGS UNIT 11,20.89801788,39.80706193,-122.7546358,,,,Tehama,CALFIRE,FALSE
1975,1975-10-06,REDWD RX,20.90746498,36.69324888,-118.9230505,,,,Tulare,CALFIRE,FALSE
2006,1997-01-06,NA,20.93761826,36.94278601,-119.0745742,,,,Fresno,CALFIRE,FALSE
2006,2006-06-03,ASH MT. RX,20.9759388,36.49245167,-118.8246495,,,,Tulare,CALFIRE,FALSE
2019,2019-10-02,GRASS FLAT,20.98492241,39.73255478,-120.9995369,,,,Plumas,CALFIRE,FALSE
2006,2006-12-22,LAS VIRGENES BURN #5,21,34.10499949,-118.715353,,,,Los Angeles,CALFIRE,FALSE
2013,2013-03-18,,21,39.926256,-121.530167,UNK,,,Butte,PFIRS,FALSE
2013,2013-03-19,,21,39.926256,-121.530167,UNK,,,Butte,PFIRS,FALSE
2015,2015-02-06,,21,38.94123,-120.4434,Machine Pile,,,El Dorado,PFIRS,FALSE
2016,2016-10-15,,21,39.01191,-120.46937,Machine Pile,,,Placer,PFIRS,FALSE
2016,2016-10-19,,21,38.99463,-120.49006,Machine Pile,,,Placer,PFIRS,FALSE
2016,2016-10-22,,21,38.99463,-120.49006,Machine Pile,,,Placer,PFIRS,FALSE
2016,2016-11-15,,21,38.84291,-120.63477,Machine Pile,,,El Dorado,PFIRS,FALSE
2017,2017-05-26,,21,36.79078,-118.9096,Hand Pile,,,Fresno,PFIRS,FALSE
2017,2017-11-06,,21,39.39423217,-121.1561494,Machine Pile,,,Yuba,PFIRS,FALSE
2017,2017-11-17,,21,38.44111588,-120.3699875,Machine Pile,,,Calaveras,PFIRS,FALSE
2018,2018-04-26,,21,38.715182,-120.562704,Broadcast,,,El Dorado,PFIRS,FALSE
2019,2019-01-03,,21,36.91392511,-118.1925916,Hand Pile,,,Inyo,PFIRS,FALSE
2019,2019-01-09,,21,36.81182216,-118.1442145,Hand Pile,,,Inyo,PFIRS,FALSE
2019,2019-11-26,EASTFORK,21.0020771,37.0176902,-119.0408511,,,,Fresno,CALFIRE,FALSE
2010,2009-10-01,FRY CREEK HAZARDOUS FUELS,21.00382042,33.34227865,-116.8908407,,,,San Diego,CALFIRE,FALSE
2018,2018-12-06,SUTCLIFFE THIN # 253,21.03386497,41.89660321,-123.463947,,,,Siskiyou,CALFIRE,FALSE
2005,2005-09-30,LITTLE STONY,21.04635429,39.33045652,-122.6943777,,,,Colusa,CALFIRE,FALSE
2005,2005-09-30,LITTLE STONY,21.04635429,39.33045652,-122.6943777,,,,Colusa,CALFIRE,FALSE
1995,1995-10-02,DOLASON,21.04993248,41.2027916,-123.9538073,,,,Humboldt,CALFIRE,FALSE
1997,1997-10-15,DOLASON LOWER,21.04993248,41.2027916,-123.9538073,,,,Humboldt,CALFIRE,FALSE
1998,1998-09-14,DOLASON UPPER,21.04993248,41.2027916,-123.9538073,,,,Humboldt,CALFIRE,FALSE
2018,2018-12-06,SUTCLIFFE THIN # 208,21.13302612,41.88790835,-123.4604732,,,,Siskiyou,CALFIRE,FALSE
2010,2010-10-20,NA,21.18517494,41.80644369,-123.4203437,,,,Siskiyou,CALFIRE,FALSE
2017,2017-06-01,2017 BROADCAST BURNING,21.18548393,37.05520814,-119.3475817,,,,Fresno,CALFIRE,FALSE
2015,2015-01-12,,21.2,39.160531,-120.629411,Machine Pile,,,Placer,PFIRS,FALSE
2010,2008-04-11,WATDOG DFPZ,21.21927261,39.71494406,-121.0639058,,,,Plumas,CALFIRE,FALSE
2017,2017-11-01,NA,21.21927643,39.71494406,-121.0639058,,,,Plumas,CALFIRE,FALSE
2018,2018-11-30,CALLECAT 133,21.23521805,38.59633512,-120.327508,,,,El Dorado,CALFIRE,FALSE
2019,2019-06-26,Stansberry Ranch,21.27962875,40.22357446,-124.0702458,,,,Humboldt,CALFIRE,FALSE
2019,2019-12-12,JACK CONV,21.33174706,41.31093532,-122.8959295,,,,Siskiyou,CALFIRE,FALSE
2013,2013-02-01,,21.356,39.883341,-121.512521,UNK,,,Butte,PFIRS,FALSE
2013,2013-02-04,,21.356,39.883341,-121.512521,UNK,,,Butte,PFIRS,FALSE
2009,2009-03-13,PILLSBURY T-15,21.36117935,39.44169235,-122.934765,,,,Lake,CALFIRE,FALSE
2019,2019-05-21,ROAD 1S22,21.36609459,37.81663094,-120.0751802,,,,Mariposa,CALFIRE,FALSE
2019,2019-05-10,SUGAR FIRE,21.37441063,39.11320645,-120.7520926,,,,Placer,CALFIRE,FALSE
2005,2005-07-21,SHINAR UNDERBURN 05,21.39035988,41.86988921,-123.3597187,,,,Siskiyou,CALFIRE,FALSE
2019,2019-09-26,GREENSPRINGS RXBURN,21.40618896,41.88933345,-120.5776672,,,,Modoc,CALFIRE,FALSE
2018,2018-12-19,FOUR CORNERS HANDPILE UNIT 6,21.40645218,40.93529011,-121.6412166,,,,Shasta,CALFIRE,FALSE
2018,2018-12-12,TWO BIT THIN # 7,21.40833473,41.97144286,-123.4846654,,,,Siskiyou,CALFIRE,FALSE
2008,2008-12-09,HORSE MOUNTAIN MECHANICAL 1,21.43290329,39.31057234,-122.9485144,,,,Lake,CALFIRE,FALSE
2019,2019-10-03,FIRST CREEK,21.44205284,41.6926647,-122.1636331,,,,Siskiyou,CALFIRE,FALSE
2005,2005-11-01,GLITTER FPM,21.47577286,39.22128474,-120.2037706,,,,Placer,CALFIRE,FALSE
2020,2020-09-30,FIRST,21.48194313,41.69431879,-122.1834083,,,,Siskiyou,CALFIRE,FALSE
1992,1992-04-09,ENTRADA BURN,21.48243904,34.09418187,-118.597775,,,,Los Angeles,CALFIRE,FALSE
2017,2017-05-17,NA,21.48386002,41.71323015,-123.8790504,,,,Del Norte,CALFIRE,FALSE
1953,1953-09-12,CASACCIA #7,21.51322937,37.50587388,-120.049454,,,,Mariposa,CALFIRE,FALSE
2009,2009-11-15,NA,21.53731346,39.41517622,-120.1536732,,,,Nevada,CALFIRE,FALSE
1979,1979-10-10,ROARING,21.57772446,36.78375377,-118.6276189,,,,Fresno,CALFIRE,FALSE
2017,2017-04-21,NA,21.66407776,34.15229601,-116.9792655,,,,San Bernardino,CALFIRE,FALSE
2002,2002-03-29,GREY LODGE SPRING 02,21.67595291,39.31409933,-121.7801733,,,,Butte,CALFIRE,FALSE
2002,2002-03-29,GREY LODGE SPRING 02,21.67595291,39.31409933,-121.7801733,,,,Butte,CALFIRE,FALSE
2017,2017-06-01,HLFG RX 1,21.69241905,40.30962224,-120.36898,,,,Lassen,CALFIRE,FALSE
1979,1979-12-18,SHARON,21.70539474,36.47262644,-121.1934186,,,,San Benito,CALFIRE,FALSE
2007,2007-06-06,PW-04 F,21.71315956,37.79764702,-119.8636602,,,,Tuolumne,CALFIRE,FALSE
2020,2020-09-30,NA,21.73263168,37.71116759,-118.979613,,,,Mono,CALFIRE,FALSE
2011,2011-10-23,Round Meadow,21.77934456,36.56705292,-118.766936,,,,Tulare,CALFIRE,FALSE
1982,1982-10-18,YUCCA CRK,21.79751587,36.54392511,-118.8711504,,,,Tulare,CALFIRE,FALSE
2002,2002-10-24,RUPLEY,21.81955147,38.74882314,-120.5543923,,,,El Dorado,CALFIRE,FALSE
2004,2004-06-01,GRAVELLY VALLEY WILDLIFE BURN,21.82064247,39.45339073,-122.9538805,,,,Lake,CALFIRE,FALSE
2010,2009-04-01,NA,21.83414459,41.69399458,-123.3794315,,,,Siskiyou,CALFIRE,FALSE
2019,2019-03-31,CHUCHUPATE CG,21.84310913,34.78538164,-118.9997867,,,,Ventura,CALFIRE,FALSE
1952,1952-11-07,CASACCIA #5,21.85439491,37.50678677,-119.9883812,,,,Mariposa,CALFIRE,FALSE
2014,2014-04-09,GENESEE WUI BLACK OAK PROJECT,21.85848427,40.06725293,-120.6981951,,,,Plumas,CALFIRE,FALSE
2020,2020-02-26,NA,21.85928535,41.64399856,-121.8749669,,,,Siskiyou,CALFIRE,FALSE
2014,2014-11-01,PROSSER HILL BURN PLAN,21.88386917,39.37994186,-120.1868128,,,,Nevada,CALFIRE,FALSE
2017,2017-01-23,problem,21.89671707,41.69199064,-121.1022293,,,,Modoc,CALFIRE,FALSE
2015,2015-06-18,Cook Intermediate Firing Operations,21.90999985,39.29995736,-121.2928049,,,,Yuba,CALFIRE,FALSE
2019,2019-10-19,LAVA CATAMOUNT MASTICATION,21.91488266,41.42069828,-121.518681,,,,Siskiyou,CALFIRE,FALSE
1996,1996-01-01,WAWONA #2,21.95173836,37.54269962,-119.6408068,,,,Mariposa,CALFIRE,FALSE
2017,2017-11-08,VIERRA #2,21.95571518,35.48831494,-120.7342533,,,,San Luis Obispo,CALFIRE,FALSE
2018,2018-12-12,TWO BIT THIN # 10,21.97265816,41.94962624,-123.4772242,,,,Siskiyou,CALFIRE,FALSE
2017,2017-06-15,WHITE ROCK,21.98241806,41.63476358,-122.5427815,,,,Siskiyou,CALFIRE,FALSE
2013,2013-04-24,,22,38.4158,-119.4933,UNK,,,Alpine,PFIRS,FALSE
2014,2014-02-06,,22,40.551031,-122.51127,Broadcast,,,Shasta,PFIRS,FALSE
2014,2014-02-26,,22,39.242914,-120.675134,Broadcast,,,Placer,PFIRS,FALSE
2014,2014-04-24,,22,38.734157,-120.516893,Broadcast,,,El Dorado,PFIRS,FALSE
2014,2014-10-31,,22,39.609127,-121.132164,Machine Pile,,,Butte,PFIRS,FALSE
2014,2014-12-02,,22,39.724745,-121.053375,UNK,,,Sierra,PFIRS,FALSE
2014,2014-12-03,,22,38.652807,-120.349388,Machine Pile,,,El Dorado,PFIRS,FALSE
2014,2014-12-09,,22,41.12496,-121.82254,Hand Pile,,,Shasta,PFIRS,FALSE
2015,2015-03-02,,22,39.282769,-122.711105,Hand Pile,,,Colusa,PFIRS,FALSE
2015,2015-06-18,,22,39.29285987,-121.2849212,Broadcast,,,Yuba,PFIRS,FALSE
2015,2015-11-12,,22,39.24696107,-120.0775516,Hand Pile,,,Placer,PFIRS,FALSE
2015,2015-12-03,,22,40.897,-121.92,UNK,,,Shasta,PFIRS,FALSE
2016,2016-01-13,,22,37.7233,-118.9765,Hand Pile,,,Mono,PFIRS,FALSE
2016,2016-05-16,,22,36.33170449,-119.1681433,Broadcast,,,Tulare,PFIRS,FALSE
2016,2016-10-19,,22,38.91561,-120.50886,Machine Pile,,,El Dorado,PFIRS,FALSE
2016,2016-10-23,,22,38.761139,-120.88439,Broadcast,,,El Dorado,PFIRS,FALSE
2016,2016-10-27,,22,38.84291,-120.63477,Machine Pile,,,El Dorado,PFIRS,FALSE
2016,2016-10-31,,22,38.41221607,-120.4180527,Machine Pile,,,Calaveras,PFIRS,FALSE
2016,2016-11-02,,22,40.116,-120.949,Hand Pile,,,Plumas,PFIRS,FALSE
2016,2016-11-03,,22,40.59,-121.669,Machine Pile,,,Shasta,PFIRS,FALSE
2017,2017-05-17,,22,39.65417,-122.7375,Broadcast,,,Glenn,PFIRS,FALSE
2018,2018-01-17,,22,39.90848532,-122.7314472,Hand Pile,,,Tehama,PFIRS,FALSE
2018,2018-12-14,,22,38.90037,-120.47158,Machine Pile,,,El Dorado,PFIRS,FALSE
2019,2019-01-25,,22,36.81182216,-118.1442145,Hand Pile,,,Inyo,PFIRS,FALSE
2019,2019-05-14,,22,36.33170449,-119.1681433,Broadcast,,,Tulare,PFIRS,FALSE
2011,2011-05-04,EAST BOUNDARY 2 RX,22.00684166,40.60576289,-122.5198587,,,,Shasta,CALFIRE,FALSE
2013,2013-02-05,,22.04,40.190216,-121.597535,UNK,,,Tehama,PFIRS,FALSE
2017,2017-06-05,NA,22.0476532,39.49126037,-121.0525271,,,,Yuba,CALFIRE,FALSE
2017,2017-06-01,TERESA VMP,22.07882881,37.21382849,-121.7908101,,,,Santa Clara,CALFIRE,FALSE
2019,2019-09-24,SCHAEFFER WFU,22.09720993,36.07653096,-118.2021709,,,,Tulare,CALFIRE,FALSE
2013,2013-06-25,Bacchi - Bacchi,22.10881424,38.86090728,-120.9101865,,,,El Dorado,CALFIRE,FALSE
2020,2008-03-04,UPPER KERN CAMPGROUNDS,22.11513329,35.82428813,-118.4622644,,,,Tulare,CALFIRE,FALSE
2018,2018-12-06,SUTCLIFFE THIN # 38,22.12040329,41.89062775,-123.4643712,,,,Siskiyou,CALFIRE,FALSE
2018,2018-10-24,2018 Fall Burn,22.14071274,38.90165643,-120.8712711,,,,El Dorado,CALFIRE,FALSE
2017,2017-09-15,NA,22.16441917,41.80471881,-123.1593442,,,,Siskiyou,CALFIRE,FALSE
2011,2011-10-01,SLAPJACK DFPZ,22.16856575,39.50135654,-121.1892285,,,,Yuba,CALFIRE,FALSE
2014,2013-12-31,2_Interlakes RX14-2,22.17459297,40.78740007,-122.5302088,,,,Shasta,CALFIRE,FALSE
2006,2006-06-01,CORRAL,22.1793766,38.994106,-122.3542894,,,,Colusa,CALFIRE,FALSE
2006,2006-06-01,CORRAL,22.1793766,38.994106,-122.3542894,,,,Colusa,CALFIRE,FALSE
2010,2010-06-23,NA,22.19186401,39.40097373,-121.133561,,,,Yuba,CALFIRE,FALSE
2005,2005-09-14,LIMANTOUR,22.19597816,38.03005806,-122.8779101,,,,Marin,CALFIRE,FALSE
2015,2015-10-20,Dogtown Rx,22.21445656,37.94386513,-122.7039418,,,,Marin,CALFIRE,FALSE
2017,2017-09-29,DA SECOND GROWTH,22.21642303,41.19890836,-123.9440516,,,,Humboldt,CALFIRE,FALSE
2012,2012-10-21,Lodge,22.22816658,36.74341414,-118.9605233,,,,Fresno,CALFIRE,FALSE
2013,2013-10-31,Coggins Unit 2 Rx,22.23415947,40.59792414,-122.7023833,Broadcast,,,Shasta,CALFIRE/PFIRS,FALSE
2004,2004-10-05,CANYON/KELSEY 55,22.23894882,41.6134542,-123.1629298,,,,Siskiyou,CALFIRE,FALSE
2019,2019-03-13,NA,22.25136948,38.48232545,-120.304615,,,,Amador,CALFIRE,FALSE
2008,2008-10-20,GREENTHIN 87 UNDERBURN,22.26831818,41.99867371,-123.4995862,,,,Siskiyou,CALFIRE,FALSE
1985,1985-01-01,PINE MOUNTAIN VMP,22.37627029,37.98665087,-122.6465557,,,,Marin,CALFIRE,FALSE
2020,2019-10-01,PALOMAR FB AND FRY CREEK,22.38113594,33.35557499,-116.9030404,,,,San Diego,CALFIRE,FALSE
2017,2017-06-01,NA,22.38113785,33.35983389,-116.8347209,,,,San Diego,CALFIRE,FALSE
2020,2020-04-01,NA,22.38580132,41.26258966,-121.9781236,,,,Siskiyou,CALFIRE,FALSE
2018,2018-04-06,2018,22.42836189,37.77028179,-120.1139237,,,,Mariposa,CALFIRE,FALSE
2019,2019-12-06,SHAKEFLAT,22.43570328,37.33571331,-119.370651,,,,Madera,CALFIRE,FALSE
2019,2019-03-31,SAGE HILL GROUP CAMPGROUND,22.45541,34.545877,-119.789567,,,,Santa Barbara,CALFIRE,FALSE
2019,2019-12-06,SADDLE NORTH,22.46952057,37.30754741,-119.3568182,,,,Madera,CALFIRE,FALSE
2017,2017-06-30,UNIT 3,22.47966957,38.58074088,-122.7109056,,,,Sonoma,CALFIRE,FALSE
2007,2007-11-15,BORDA RX UNDERBURN F.A.,22.48438454,39.7316655,-120.4814522,,,,Plumas,CALFIRE,FALSE
2019,2019-03-21,UNIT BBB - BURLINGTON 2B,22.53527069,39.27460921,-120.8946154,,,,Nevada,CALFIRE,FALSE
2013,2012-10-31,SLAPJACK DFPZ,22.56206703,39.48387917,-121.2082575,,,,Yuba,CALFIRE,FALSE
2008,2008-10-13,LOOMIS F,22.59781265,40.53067851,-121.5645009,,,,Shasta,CALFIRE,FALSE
2008,2008-10-13,LOOMIS F,22.59784317,40.53067851,-121.5645009,,,,Shasta,CALFIRE,FALSE
2015,2015-01-13,Eastside Unit 14 Rx,22.63185883,40.59674216,-122.5092202,,,,Shasta,CALFIRE,FALSE
2020,2020-08-14,"August 14, 2020 Broadcast",22.64056587,38.36668133,-121.1263869,,,,Sacramento,CALFIRE,FALSE
2019,2019-06-20,ASH MOUNTAIN RX,22.66974831,36.48854228,-118.8319785,,,,Tulare,CALFIRE,FALSE
2019,2019-12-05,REPETE MP STWD UNIT 10,22.70219421,41.10648631,-123.1273543,,,,Siskiyou,CALFIRE,FALSE
1994,1994-01-01,COGGINS PARK I,22.72054291,40.59797818,-122.702426,,,,Shasta,CALFIRE,FALSE
1994,1994-01-01,COGGINS PARK I,22.72054291,40.59797818,-122.702426,,,,Shasta,CALFIRE,FALSE
2003,2003-10-08,STONEMAN MEADOW,22.74283409,37.74011263,-119.5711854,,,,Mariposa,CALFIRE,FALSE
2009,1999-03-01,MCINTOSH MEADOW,22.76331329,41.28056981,-121.8082001,,,,Siskiyou,CALFIRE,FALSE
2018,2018-12-01,BLUE MTN. RMEF,22.80810738,41.80666168,-120.8386263,,,,Modoc,CALFIRE,FALSE
2019,2019-12-04,REPETE MP STWD UNIT 60,22.86181259,41.10473881,-123.1189787,,,,Siskiyou,CALFIRE,FALSE
2010,2010-10-31,MOUNTAIN STAR,22.86925507,39.71127827,-121.3092091,,,,Butte,CALFIRE,FALSE
2017,2017-11-01,NA,22.90191841,40.83891896,-122.8756184,,,,Trinity,CALFIRE,FALSE
2001,2001-12-18,KENNETH HAHN BURN,22.90357208,34.00734058,-118.3598051,,,,Los Angeles,CALFIRE,FALSE
2009,2009-06-13,ASH MOUNTAIN,22.90965271,36.48941759,-118.8291314,,,,Tulare,CALFIRE,FALSE
1995,1995-01-01,ELP#4,22.96481323,37.67660339,-119.7837295,,,,Mariposa,CALFIRE,FALSE
2013,2013-06-21,,23,38.761139,-120.88439,Broadcast,,,El Dorado,PFIRS,FALSE
2013,2013-10-23,,23,40.39428,-121.40399,UNK,,,Plumas,PFIRS,FALSE
2013,2013-10-24,,23,40.39428,-121.40399,UNK,,,Plumas,PFIRS,FALSE
2013,2013-11-19,,23,40.398725,-121.273184,Hand Pile,,,Plumas,PFIRS,FALSE
2014,2014-02-10,,23,39.779387,-121.484327,Machine Pile,,,Butte,PFIRS,FALSE
2014,2014-02-11,,23,39.779387,-121.484327,Machine Pile,,,Butte,PFIRS,FALSE
2015,2015-01-13,,23,40.596098,-122.510777,Broadcast,,,Shasta,PFIRS,FALSE
2015,2015-02-05,,23,38.94123,-120.4434,Machine Pile,,,El Dorado,PFIRS,FALSE
2015,2015-03-04,,23,38.652807,-120.349388,Machine Pile,,,El Dorado,PFIRS,FALSE
2016,2016-03-01,,23,38.90319,-120.58822,Machine Pile,,,El Dorado,PFIRS,FALSE
2016,2016-06-02,,23,40.363583,-121.400857,Broadcast,,,Plumas,PFIRS,FALSE
2016,2016-11-01,,23,39.58176215,-120.8154917,Hand Pile,,,Sierra,PFIRS,FALSE
2016,2016-11-15,,23,38.84291,-120.63477,Machine Pile,,,El Dorado,PFIRS,FALSE
2016,2016-11-21,,23,38.42161751,-120.4671478,Machine Pile,,,Calaveras,PFIRS,FALSE
2017,2017-01-19,,23,40.1977,-120.9567,Hand Pile,,,Plumas,PFIRS,FALSE
2017,2017-05-12,,23,39.456333,-120.157167,Broadcast,,,Sierra,PFIRS,FALSE
2017,2017-11-04,,23,39.31637073,-120.9326077,Hand Pile,,,Nevada,PFIRS,FALSE
2017,2017-11-17,,23,38.42531588,-120.3102493,Machine Pile,,,Calaveras,PFIRS,FALSE
2018,2018-01-10,,23,40.665,-121.35,Hand Pile,,,Shasta,PFIRS,FALSE
2018,2018-01-16,,23,37.77575,-119.0293,Hand Pile,,,Mono,PFIRS,FALSE
2018,2018-05-22,,23,39.47125149,-121.1395454,Broadcast,,,Yuba,PFIRS,FALSE
2019,2019-10-01,,23,39.62430078,-120.6756198,Hand Pile,,,Sierra,PFIRS,FALSE
2019,2019-12-14,,23,38.74518,-120.54708,Machine Pile,,,El Dorado,PFIRS,FALSE
2018,2018-12-20,SUMMIT LAKE HANDPILES FY 19,23.00246239,40.68076021,-121.3688168,,,,Shasta,CALFIRE,FALSE
2001,2001-06-16,VANVLECK,23.00566483,38.46749734,-121.0684548,,,,Sacramento,CALFIRE,FALSE
1993,1993-08-04,AMPHITEAT,23.01416016,36.53464548,-118.7751214,,,,Tulare,CALFIRE,FALSE
2010,2010-11-01,NA,23.02762032,37.8114354,-118.8947656,,,,Mono,CALFIRE,FALSE
2011,2011-10-01,BIG FLAT SHADED FUEL BREAK,23.032341,41.71796812,-123.8661924,,,,Del Norte,CALFIRE,FALSE
1983,1983-04-06,SMITH,23.0324173,38.64296671,-120.8786777,,,,El Dorado,CALFIRE,FALSE
1988,1988-01-01,BAILY CREEK UNIT #3,23.0331955,40.34528607,-121.1376718,,,,Plumas,CALFIRE,FALSE
2007,2007-05-01,LUDA,23.03604507,39.94670187,-120.6540442,,,,Plumas,CALFIRE,FALSE
2004,2004-10-02,LAST CHANCE,23.07463264,40.10147022,-120.4127574,,,,Plumas,CALFIRE,FALSE
2006,2006-05-01,NA,23.13608742,41.62161617,-123.1734286,,,,Siskiyou,CALFIRE,FALSE
2017,2017-05-24,NA,23.14178276,38.06926228,-120.1499328,,,,Tuolumne,CALFIRE,FALSE
2018,2018-05-22,CAMP UNIT A,23.17354584,39.47222152,-121.1387999,,,,Yuba,CALFIRE,FALSE
2019,2019-11-26,EASTFORK ID 169 U.116,23.19550896,37.06980604,-119.0574425,,,,Fresno,CALFIRE,FALSE
1991,1991-09-06,METROPOLITAN 2,23.20487022,33.85178365,-117.4076154,,,,Riverside,CALFIRE,FALSE
1990,1990-01-01,NA,23.26242447,37.50193983,-119.599979,,,,Mariposa,CALFIRE,FALSE
2011,2011-09-22,MCCAIN VALLEY VMP,23.27897263,32.68424207,-116.2598359,,,,San Diego,CALFIRE,FALSE
2018,2018-12-11,CHINA GRADE ROADSIDE THIN,23.40983772,41.79659998,-123.3498379,,,,Siskiyou,CALFIRE,FALSE
1983,1983-01-01,Unknown,23.41674805,36.51310838,-121.2092652,,,,San Benito,CALFIRE,FALSE
2020,2020-11-11,Gowen Burn 2020,23.43138695,39.08194635,-123.4768696,,,,Mendocino,CALFIRE,FALSE
2003,2003-12-07,GRINDSTONE TYPE CONVERSION,23.43350029,39.67579099,-122.6480918,,,,Glenn,CALFIRE,FALSE
2006,2006-03-17,UPPER SOUTH FORK UB 05,23.44212532,41.13672255,-123.1697703,,,,Siskiyou,CALFIRE,FALSE
2006,2006-03-17,UPPER SOUTH FORK UB 05,23.44212532,41.13672255,-123.1697703,,,,Siskiyou,CALFIRE,FALSE
1991,1991-10-28,ABBOTT,23.44445038,38.05636328,-120.2601826,,,,Tuolumne,CALFIRE,FALSE
2006,2006-11-06,CROOK RANCH VMP,23.47657967,37.86566423,-120.2412574,,,,Tuolumne,CALFIRE,FALSE
